name,age,height,weight,sex
Sheri Perez,53.0,1.61,88.7,F
Ryan Carlson,30.0,1.99,55.5,F
Heather Jackson,23.0,1.99,86.9,M
Michael Evans,31.0,1.83,105.4,M
Juan Maynard,54.0,1.94,55.7,M
Carly Montes,65.0,1.61,112.3,F
Victoria Wilson,32.0,1.99,90.5,M
John Rodriguez,64.0,1.57,116.5,F
Jared Flores,21.0,1.55,60.4,M
Guy Flores,57.0,1.56,119.5,F
David Turner DDS,33.0,1.79,95.1,M
Ronald Robinson,45.0,1.89,89.7,F
Morgan Martinez,33.0,1.68,86.1,F
Larry Jackson,21.0,1.99,51.7,M
John Gibbs,62.0,1.72,115.8,F
Linda Larsen,43.0,1.58,95.1,M
William Mooney,45.0,1.73,56.4,M
Jamie Thomas,49.0,1.84,51.5,M
Cory Spencer,62.0,1.92,53.6,M
Beth Gross,19.0,1.73,92.7,F
Laurie Krueger,48.0,1.8,93.0,M
Kenneth Vaughn,20.0,1.63,85.0,F
Brandy Smith,25.0,1.82,71.5,F
Kevin Banks,41.0,1.99,87.2,F
Amanda Ward,32.0,1.52,86.1,M
Scott Zimmerman,60.0,1.94,51.4,F
Paul Patterson,48.0,1.78,69.8,F
George Pena,26.0,1.63,53.7,M
Paula Brown,56.0,1.98,113.0,F
Sara Morrow,62.0,1.74,100.8,F
Pamela Solomon,19.0,1.67,119.7,F
Jamie Gomez,25.0,1.59,71.2,F
Darren Hall,24.0,1.62,111.5,F
Joseph Pratt,61.0,1.92,92.2,M
Gary Morgan,68.0,1.81,81.7,M
Kyle Davis,56.0,1.96,65.6,M
Christopher Owens,59.0,1.62,101.7,M
Zachary Davis,33.0,1.56,113.3,M
Robert Davis,52.0,1.5,66.5,F
Caitlin Wade,47.0,1.75,62.3,M
Jill Green,27.0,2.0,98.7,F
Raymond Griffith,55.0,1.85,118.4,F
Paula Trevino,35.0,1.65,102.5,M
Timothy Knight,67.0,1.94,69.9,M
Mary Harris,22.0,1.89,79.4,F
Keith Jenkins,46.0,1.51,76.9,F
Juan Alvarado,56.0,1.91,109.6,M
Jordan Ellis,51.0,1.65,104.0,M
Elizabeth Lewis,60.0,1.57,91.2,F
Tami Hinton,62.0,1.61,69.2,F
Ashley Cole,40.0,1.73,115.7,M
Brandy Lee,22.0,1.71,95.7,M
Michael Munoz,47.0,1.64,117.9,M
Daniel King,23.0,1.59,90.6,F
Jacob Smith,63.0,1.88,107.5,F
Miss Sherri Reed,61.0,2.0,106.9,F
Martin Castro,21.0,1.89,73.6,F
Michael Dunn,46.0,1.65,117.5,M
Crystal Hammond,40.0,1.62,51.5,M
Adam Murphy,23.0,1.61,103.8,F
Jennifer Mccarthy,49.0,1.57,117.6,F
Tiffany Cortez,59.0,1.78,73.7,M
Michael Thornton,35.0,1.8,95.4,F
Theresa Bond,32.0,1.85,89.4,M
Sara Thompson,57.0,1.84,103.3,M
Barbara Thomas,49.0,1.65,110.6,F
Jennifer Castaneda,26.0,1.67,92.2,F
Pedro Mcdonald,54.0,1.84,107.1,M
Catherine Simmons,27.0,1.67,71.9,M
Patricia Pope,37.0,1.61,66.0,F
Joshua Johnson,23.0,1.69,80.1,F
Nathan Moore,65.0,1.64,97.4,F
Nancy Lewis,20.0,1.54,63.1,M
Cody Holland,59.0,1.92,97.6,F
Katherine Mitchell,28.0,1.93,77.6,M
Kelly Ramirez,60.0,1.61,105.7,M
Jorge Peterson,34.0,1.53,52.6,F
Jacqueline Nguyen,49.0,1.87,96.8,M
Clayton Brown,21.0,1.61,95.5,F
John Payne,21.0,1.7,115.9,F
Nicole Lewis,34.0,1.53,99.9,F
James Freeman,58.0,1.61,105.7,F
Adam Sellers,36.0,1.9,113.3,F
Rachel Davis,22.0,1.9,97.3,M
Todd Shaffer,49.0,1.6,70.3,F
Joseph Hunt,39.0,1.67,110.9,M
Kyle Smith,23.0,1.57,102.3,F
Stephen Mccarthy,52.0,1.54,79.7,F
Christina Novak,39.0,2.0,99.7,F
Jesus Morris,18.0,1.83,110.7,F
Elizabeth Robles,37.0,1.77,118.3,M
Kimberly Patton,39.0,1.88,116.7,F
Dorothy Warner,65.0,1.92,72.8,F
Valerie Carroll,28.0,1.9,79.5,F
Robert Martinez,,1.51,57.7,M
Amber Peters,59.0,1.59,67.3,F
James Porter,20.0,1.83,111.8,M
Kelly Alexander,26.0,1.69,75.3,F
Yvonne Mills,29.0,1.99,93.4,F
Stephanie Cooper,40.0,1.83,96.6,F
Brian Levine,31.0,1.98,104.7,F
Morgan Lewis,50.0,1.6,62.8,F
Haley Pierce,35.0,1.93,71.3,F
Megan Cox,66.0,1.66,81.4,F
Kyle Nicholson,58.0,1.99,75.5,M
Kurt Howard,26.0,1.58,118.8,F
Victoria Walker,40.0,1.76,108.4,F
Heather Smith,27.0,1.9,83.6,M
Janet Gomez,36.0,1.72,111.5,F
Billy Murphy MD,64.0,1.73,74.3,F
Joanne Fisher,22.0,1.99,105.0,M
Randy Watson,64.0,1.71,65.7,F
Joshua Baker,,1.8,104.1,F
William Robinson,40.0,1.53,82.0,M
Lauren Rivers,47.0,1.92,57.5,M
Erin Kelley,42.0,1.82,69.1,F
Dawn Thomas,45.0,1.7,78.2,M
Mark Fry,51.0,1.51,102.5,M
Jason Austin,62.0,1.8,55.1,M
Michael Palmer,65.0,1.51,96.2,F
Charles Vasquez,64.0,1.5,100.1,F
Grace Barnes,42.0,1.81,95.8,M
Kristen Colon,27.0,1.59,103.2,M
Patricia Taylor,31.0,1.6,62.5,M
Daniel Vega,59.0,1.83,91.1,M
Kyle Mccall,63.0,1.53,115.9,F
Anita Pratt,47.0,1.66,92.8,F
Brian Carter,58.0,1.57,92.8,F
William Whitney,42.0,1.79,101.6,F
Jamie Cruz,31.0,1.83,73.3,M
Gary Silva,52.0,1.86,99.0,F
Jennifer Francis,69.0,1.63,114.1,M
Roberto Burton,65.0,1.54,50.8,M
Michelle Koch,51.0,1.54,110.9,M
Tina Williams,27.0,1.71,65.3,M
Rebecca Woods,52.0,1.97,81.9,F
Ryan Cole,28.0,1.61,109.7,M
April Taylor,28.0,1.63,107.7,M
Carrie Gonzales,38.0,1.55,112.4,M
Erin Castaneda,38.0,1.8,115.8,M
Mark Garcia,39.0,1.84,81.3,F
Maxwell Jackson,62.0,1.82,95.9,M
Matthew Perry,24.0,1.93,77.3,F
Chelsea Gardner,34.0,1.74,74.6,M
Christopher Martin,19.0,1.57,80.2,F
Dr. Lauren Bates,29.0,1.64,102.0,M
Jonathan Browning,59.0,1.83,85.1,M
Susan Reed,35.0,1.81,107.0,F
Margaret Hayes,28.0,1.77,102.2,F
Sean Rodriguez,33.0,1.84,51.4,F
Krista Cummings,66.0,1.82,94.1,M
Anita Yang,68.0,1.94,80.6,F
Willie Wilkerson,35.0,1.79,82.0,F
Todd Lin,52.0,1.89,107.3,M
Michael Hart,43.0,1.62,88.3,F
James Hicks,33.0,1.84,112.0,M
Christine Hampton,23.0,1.95,99.9,M
Anna Scott DVM,61.0,1.69,88.7,F
Renee Malone MD,60.0,1.89,102.8,M
Olivia Bell,64.0,1.86,52.7,M
Kevin Robinson,64.0,1.53,51.9,M
Mary Anthony,65.0,1.79,55.8,M
Katherine Thomas,59.0,1.57,80.6,F
Chelsea Cruz,29.0,1.98,66.5,F
Jamie Cain,30.0,1.91,118.9,M
Anthony Diaz,21.0,1.55,88.0,F
Kaylee Blair,56.0,1.56,96.4,M
Sara Lee,19.0,1.8,69.5,F
Michael Peterson,43.0,1.67,72.5,F
Cynthia Jacobson MD,44.0,1.52,73.5,M
Ronald Cook,44.0,1.77,98.9,M
Jaime Turner MD,32.0,1.69,83.2,M
Christopher Williams,25.0,1.55,86.2,M
Michael Martin,24.0,1.9,91.4,F
Kimberly May,64.0,1.96,103.8,M
James Smith,63.0,1.88,56.3,F
John Barber,57.0,1.91,104.4,F
Sarah Golden,29.0,1.61,89.4,M
Kristina Gonzalez,30.0,1.63,96.8,F
Rebecca Harris,60.0,1.6,72.9,M
Jeremy Berry,34.0,1.88,78.7,M
Tiffany Green,34.0,1.97,66.2,F
James Barton,53.0,1.86,118.6,M
Miss Emily Jones,38.0,1.94,84.8,M
Douglas Ruiz,25.0,1.82,119.7,M
Beth Jackson,22.0,1.69,84.3,F
Jessica Reed,43.0,1.71,65.4,F
Michelle Rodriguez,33.0,1.54,85.5,M
Manuel Harris,53.0,1.52,52.8,M
Cole Perkins,45.0,1.85,113.3,F
Donald Walton III,46.0,1.72,107.3,F
Michael Wagner,64.0,1.78,100.8,M
Sherry Johnson,29.0,1.78,92.7,F
Kenneth Hernandez,54.0,1.64,90.6,M
Angela Wall,47.0,1.74,119.8,M
Jennifer Black,40.0,1.74,69.5,M
Amanda Johnson,33.0,1.69,104.6,F
Christopher Daniels,31.0,1.91,90.7,F
Taylor Ward,27.0,1.73,118.3,F
Anthony Clark DDS,24.0,1.8,107.9,M
Paul Boyd,62.0,1.95,119.9,F
Tonya Vaughn,69.0,1.93,91.2,F
Ashley Baker,54.0,1.95,64.3,M
Robert Davis,46.0,1.64,85.3,F
Grace Bowman,20.0,1.52,99.8,M
Daniel Potter,32.0,1.63,104.2,M
Natalie Parker,53.0,1.64,50.0,F
Emily Carroll,64.0,1.95,85.4,F
Barbara Lopez,63.0,1.82,66.5,M
Johnathan Walker,69.0,1.54,111.2,F
James Fernandez,36.0,1.57,60.7,F
Allison Wagner,30.0,1.58,96.7,F
Cynthia Daniel,59.0,1.82,68.6,M
Jason Walters,38.0,1.87,75.0,M
Kristen Wiggins,54.0,1.93,115.8,F
Keith Stone,44.0,1.97,66.8,M
Sara Houston,69.0,1.6,56.7,F
Susan Martin,46.0,1.65,54.8,F
David Lopez,37.0,1.62,85.3,F
Gabriella Leblanc,42.0,1.68,94.9,F
Alicia Bryant,23.0,1.96,72.9,M
Jenna Farmer,53.0,1.79,98.3,F
Amy Charles,19.0,1.87,54.3,M
Mrs. Jillian Contreras,39.0,1.75,110.0,M
Virginia Meadows,49.0,1.51,107.2,F
Judy Beasley,33.0,1.53,119.0,F
Gregory Butler,35.0,1.77,115.6,M
Phillip Howard,22.0,1.86,74.9,F
Oscar Flores,53.0,1.61,77.9,F
Pamela Prince,47.0,1.86,102.2,M
Tammy Villegas,62.0,1.91,59.4,M
Brent Williams,36.0,1.71,72.0,M
Tammy Perez,40.0,1.87,58.3,F
Karen Brown,51.0,1.7,81.8,F
Louis Williamson,30.0,1.84,88.6,M
Bonnie Woods,60.0,1.88,64.8,M
David Flores,46.0,2.0,51.9,F
Juan White,53.0,1.67,100.4,M
Phillip Ramsey MD,39.0,1.71,51.4,M
Todd Moreno,69.0,1.58,118.1,F
Brenda Simpson,69.0,1.6,65.5,M
Reginald Arroyo,64.0,1.85,96.5,F
Aaron Schmidt,53.0,1.96,80.4,M
Jamie Vance,26.0,1.7,54.2,F
Steven Thomas,56.0,1.59,83.1,F
Christopher Fields,68.0,1.64,86.2,M
Michael Young,36.0,1.73,109.8,M
Robert Crosby,55.0,1.65,101.3,M
Barbara Rivera,23.0,1.62,55.6,F
David Aguilar,69.0,1.87,64.6,M
Susan Miller,64.0,1.5,71.8,F
Daniel Clark,32.0,1.77,58.1,M
Sheri Meyer,37.0,1.9,82.0,F
Tina Hall,26.0,1.63,118.9,M
Michelle Stewart,49.0,1.8,86.0,F
Austin Williams,21.0,1.83,101.9,F
Heather Mcmahon,67.0,1.83,97.8,F
Mike Hill,35.0,1.72,109.5,F
Deborah Hardin,22.0,1.67,65.1,F
Kelly Ortega,37.0,1.92,102.8,F
Catherine Wilson,40.0,1.88,111.7,M
Casey Juarez,28.0,1.66,62.0,F
Melissa Gomez,54.0,1.55,74.3,M
Trevor Delacruz,39.0,1.54,117.9,M
Kyle Stone,21.0,1.55,104.7,M
Taylor Powell,46.0,1.79,69.8,M
Sarah Walsh,61.0,1.53,89.5,M
Brendan Henderson PhD,51.0,1.67,78.3,M
Brandon Conner,30.0,1.88,84.3,M
Timothy Thornton,59.0,1.65,74.9,F
Chad Jordan,26.0,1.88,69.6,M
Brittany Riley,59.0,1.87,97.2,M
Judy Wallace,48.0,1.62,104.5,F
Dr. Haley Ramos DDS,24.0,1.86,111.2,F
Tony Turner,21.0,1.87,60.9,M
William Harrison,36.0,1.7,107.6,F
Lauren Delgado,59.0,1.61,67.8,M
Alejandra Armstrong,47.0,1.76,79.9,F
Timothy Glover,48.0,1.96,113.1,M
Robert Davis,52.0,1.82,81.8,F
Jonathan Chavez,38.0,1.59,63.8,M
Jennifer Johnson,48.0,1.84,61.2,F
Emily Diaz,36.0,1.71,83.1,M
Mark Fernandez,48.0,1.8,103.4,F
Richard Davis,49.0,1.87,119.8,F
Kyle Hines,19.0,1.76,105.1,F
Jamie Walsh,69.0,1.91,111.4,F
Michelle Bryant,27.0,1.86,102.3,F
Ernest Chen,19.0,1.81,112.7,M
Joshua Price,19.0,1.58,55.3,M
Brandy Garcia,41.0,1.92,115.1,M
Haley Mccarthy,34.0,1.97,77.7,F
Samantha Green,49.0,1.57,114.5,F
Jimmy Cooke,33.0,1.74,55.3,F
Anthony Molina,33.0,1.63,100.1,M
Anthony Mullen,63.0,1.88,101.5,M
Kimberly Matthews,56.0,1.86,119.8,M
Aaron Bowen,48.0,1.57,103.8,F
Brian Johnson,60.0,1.94,76.8,F
Cindy Parker,41.0,1.59,89.0,F
Robert Price,18.0,1.9,75.7,M
Samuel Morton,28.0,1.73,63.7,F
David Baker,38.0,1.66,67.4,F
Michelle Marsh,21.0,1.58,65.5,F
Arthur Gibson,24.0,1.58,88.4,M
William Nichols,43.0,1.83,113.4,M
Sarah Brown,64.0,1.78,113.9,M
Scott Gould,67.0,1.56,53.8,F
Anna Sanchez,29.0,1.56,55.6,F
Ashley Guerra,48.0,1.54,67.2,M
Daniel Reese,34.0,1.87,67.9,F
Laura Miller,50.0,1.86,56.6,F
Angelica Holden,28.0,1.53,77.2,F
Jeffrey Arias,45.0,1.78,91.1,M
Mr. Scott Stevens,49.0,1.54,90.5,M
Juan Ferguson,18.0,1.95,88.0,M
Maria Vaughn,64.0,1.95,73.7,F
Wendy Brooks,45.0,1.85,99.5,M
Robert Baker,59.0,1.96,107.9,M
Raymond Hensley,24.0,1.91,74.2,M
Victoria White,19.0,1.91,56.0,M
Stephanie Stone,59.0,1.78,70.7,M
Stephen Smith,41.0,1.65,59.6,F
Daniel Rodriguez,21.0,1.61,82.7,F
Kelly Chapman,61.0,1.66,60.9,F
Tammy Henderson,36.0,1.81,82.4,F
April Smith,43.0,1.59,65.5,F
Andre Martinez,28.0,1.63,101.7,F
Anthony Soto,57.0,1.73,51.9,M
Michael Guerra,67.0,1.62,88.8,F
Tommy Castillo,60.0,1.79,61.9,F
Brooke Hughes,28.0,1.96,50.1,F
Brent Peterson,62.0,1.87,110.8,F
Julie Hughes,20.0,1.83,97.0,F
Sarah Spencer DVM,29.0,1.79,56.9,F
Jon Brown,20.0,1.74,96.5,F
Lucas Spencer,59.0,1.59,92.8,F
Michael Mason,44.0,1.95,83.1,M
Jenny Edwards,66.0,1.62,79.3,F
Laura Gibbs,19.0,1.55,112.1,F
Ana Watkins,66.0,1.88,67.2,F
David Garcia,33.0,1.59,77.9,F
Adam Tanner,19.0,1.69,73.0,F
Michele Taylor,47.0,1.51,104.0,M
Michael Gibson,37.0,1.57,114.2,M
Karina Watkins,55.0,1.59,109.5,M
Kathy Moore,45.0,1.53,105.8,M
Marie Curtis,42.0,1.83,119.1,M
Gloria Davis,49.0,1.92,98.8,F
Jessica Jensen,27.0,1.69,102.6,M
Kayla Daniel,59.0,1.94,118.8,M
Shane Curtis,57.0,1.61,50.5,M
Michele Moore,50.0,1.66,94.4,M
Mr. Jeremiah Ibarra,30.0,1.58,101.7,F
Jason Knapp,58.0,1.81,114.2,F
Taylor Gilmore,59.0,1.71,111.9,M
Richard Ponce,64.0,1.81,108.9,F
Emily Flores,54.0,1.88,116.2,F
Steven Perez,33.0,1.77,87.6,F
Brandi Walker,62.0,1.81,50.5,F
Gina Murphy,39.0,1.97,50.8,M
Sherry Garcia,37.0,1.65,88.1,F
Steven Riley,67.0,1.68,80.5,F
Michelle Martinez,60.0,1.86,81.6,M
Matthew Williams,44.0,1.81,78.0,M
Daniel Meyers,58.0,1.59,114.2,F
Cassidy Jones,33.0,1.69,75.1,M
Samantha Williams,51.0,1.73,109.9,M
Marie Perez DDS,49.0,1.71,113.2,M
Rebecca Ross,43.0,1.59,85.0,M
Jeffrey Henderson,42.0,1.96,81.3,F
Calvin Swanson,19.0,1.88,103.3,M
Stacy Bridges,29.0,1.74,99.6,F
Steven Miller,57.0,1.84,73.0,M
Kaylee Torres,26.0,1.95,57.2,F
Laurie Bailey,29.0,1.57,68.5,M
Tammy Kirby,43.0,1.63,59.2,M
Michelle Pineda,26.0,1.77,70.6,M
Nancy Williams,27.0,1.9,68.3,F
Natalie Peters,49.0,1.52,94.6,F
Dorothy Bridges,51.0,1.99,116.8,M
Christine Adams,65.0,1.73,98.0,M
Michael Morrison,37.0,1.68,114.9,M
Karen Coffey,56.0,1.65,104.9,F
Steven Curtis,19.0,1.59,101.0,F
Dr. Gary Stevens,18.0,1.9,79.0,F
Todd Wilson,68.0,1.98,72.7,F
Jonathan Richardson,53.0,1.71,109.2,M
Melissa Gallegos,41.0,1.98,113.4,F
Jose Jones,44.0,1.91,81.6,F
Karla Weeks,19.0,1.74,50.6,M
Victoria Nelson,48.0,1.84,105.5,M
Aaron Howard,31.0,1.72,70.0,F
Laura Brown,19.0,1.78,50.7,F
Brandon Nelson,46.0,1.53,106.3,M
Edward Patterson,32.0,1.85,86.2,F
Brianna Smith,29.0,1.53,98.0,M
Joel Henson,54.0,1.91,114.0,F
Jonathan Clark,45.0,1.91,87.9,F
Jose Hoffman,37.0,1.62,85.2,F
Martin Washington,56.0,1.66,70.3,M
Thomas Patterson,41.0,1.74,71.4,F
Danielle Martin,38.0,1.8,105.8,M
Charles Curry,27.0,1.64,81.4,M
Heidi Wolfe,63.0,1.8,61.4,F
Kara Shields,31.0,1.65,56.6,F
Andre Stone,54.0,1.53,83.1,F
Chad Conley,35.0,1.5,82.5,M
Donald Gardner,41.0,1.55,95.7,F
Matthew Stuart,31.0,1.9,83.0,M
Brandy Diaz,51.0,1.98,60.0,M
Eric Kim,29.0,1.71,85.5,F
Richard Williams,39.0,1.76,113.5,F
Julie Cox,23.0,1.57,61.2,F
Derek Logan,53.0,1.78,98.3,F
Tony Wilson,62.0,1.57,91.6,M
Kimberly Everett,53.0,1.81,102.4,F
Lisa Bryant,39.0,1.97,60.5,M
Lindsey Reynolds,31.0,1.6,115.9,F
Robert Burgess,33.0,1.88,93.5,M
Ralph Diaz,53.0,1.51,109.3,M
Jessica Brown,42.0,1.69,67.3,M
Jason Martinez,49.0,1.56,101.8,M
Roy Jones,50.0,1.68,104.7,F
Jamie Scott,62.0,1.59,77.8,F
Paula Hartman,53.0,1.69,76.9,F
Paul Hunt,37.0,1.71,96.0,F
Lorraine Johnson,35.0,1.65,56.5,M
Claudia Jackson,55.0,1.83,101.5,F
Barbara Smith,20.0,1.96,53.0,M
Christopher Houston,40.0,1.7,63.3,M
Darrell Carroll,49.0,1.6,96.5,M
Michele Heath,62.0,1.64,56.9,M
Jennifer Zimmerman,33.0,1.93,118.0,M
Alicia Brown MD,22.0,1.79,110.8,M
Samantha Brennan,21.0,1.73,93.8,M
Tonya Castaneda,38.0,1.57,107.3,M
David Jones,57.0,1.72,112.1,M
Mary Lam,68.0,1.64,68.2,M
Jared Pugh,31.0,1.97,109.5,M
Rodney Singh,56.0,1.94,63.6,F
Savannah Harmon,48.0,1.54,78.9,M
Caroline Moore,31.0,1.76,89.1,F
Jennifer Alvarez,23.0,1.61,100.0,M
Andrew Carney,29.0,1.71,52.1,M
Mark Dixon,33.0,1.94,70.3,M
Heidi Anderson,34.0,1.76,92.6,M
Jennifer Gardner,62.0,1.67,75.0,M
Thomas Stewart,40.0,1.6,104.3,F
Dr. Danny Hernandez PhD,31.0,1.9,95.6,F
Linda Vaughan,24.0,1.81,66.4,M
Kyle Wilson,63.0,1.73,60.2,M
Ariana Thomas,49.0,1.61,94.0,M
Brandon Miller,32.0,1.67,81.5,F
Terry Melton,61.0,1.98,61.8,F
Amanda Mason,34.0,1.76,72.8,M
John Dean,58.0,1.7,71.2,M
Michael Cabrera,64.0,1.76,57.6,M
Heather Owens,61.0,1.89,88.3,F
Amy Henderson,51.0,1.67,103.5,M
Richard Meyer,22.0,1.59,90.3,M
Kelly Miller,62.0,1.79,107.8,M
Joshua Wallace,44.0,1.83,58.9,F
Carlos Williams,69.0,1.86,80.5,M
Heather Ross,40.0,1.94,92.7,M
Dr. Antonio Wagner DVM,57.0,1.69,97.3,M
Sharon Pearson,31.0,1.54,98.7,F
Crystal Hamilton,32.0,1.98,101.0,F
Philip Lewis,60.0,1.72,95.6,M
Jennifer Dominguez,50.0,1.81,56.6,F
Adam Carpenter,48.0,1.83,98.7,M
William Collins,52.0,1.77,100.7,F
Joseph Martinez,34.0,1.6,119.5,M
Jessica King,45.0,1.88,98.5,M
Donna Miller MD,36.0,1.9,98.1,M
Michael Weaver,63.0,1.78,86.0,F
Stacy Holland MD,40.0,1.74,110.8,F
Donald Davis,49.0,1.56,119.8,F
Vernon Stanley,57.0,1.54,104.5,M
Tanner Williams,30.0,1.67,92.9,F
Edward Phelps,37.0,1.66,55.5,M
Karen Lee,52.0,1.98,100.9,F
Michelle Stevens,22.0,1.89,99.6,M
Ryan Bennett,26.0,1.83,104.3,M
Mary Martinez,46.0,1.76,58.7,M
Alison Strong,23.0,1.58,95.8,M
James Bradshaw,42.0,1.99,70.7,F
Heather Greene,48.0,1.69,103.2,M
Becky Bell,39.0,1.55,66.8,F
Amanda Meyers,19.0,1.75,97.9,M
Ruth Bryant,62.0,1.94,70.6,M
Jeremy Gardner,22.0,1.94,50.6,M
Ian Myers,44.0,1.51,94.3,F
Anthony Gordon,42.0,1.94,57.9,M
Lisa Johnson PhD,25.0,1.64,96.2,M
Mrs. Ashley Casey,18.0,1.52,114.8,M
Jeremiah Irwin,37.0,1.92,117.8,M
David Francis,61.0,1.93,66.5,F
Phillip Manning,40.0,1.8,106.6,M
Heather Garrison,49.0,1.79,74.7,M
Elizabeth Swanson,28.0,1.91,113.0,M
Bradley Hickman,56.0,1.89,105.1,F
Anne Zamora,64.0,1.95,55.2,F
Brenda Moyer,41.0,1.78,78.5,M
Eric Keller,28.0,1.98,73.6,F
Kimberly Gomez,46.0,2.0,105.0,M
Gina Simmons MD,43.0,1.56,78.7,F
Kelly Meyer,33.0,1.92,97.9,M
Kenneth Sherman,52.0,1.75,92.2,M
Adrian Johnson,37.0,1.69,118.3,F
Andrew Parker,63.0,1.81,115.6,M
Randall Hill,20.0,1.53,79.9,M
Adam Fuentes,18.0,1.75,100.7,F
Rhonda Garcia,64.0,1.94,108.1,M
Ms. Cynthia Jacobs,18.0,1.61,112.9,M
Teresa Johnson,34.0,1.71,54.8,M
Brandy Kramer,19.0,1.97,71.1,F
Brent Burnett,46.0,1.71,72.4,F
Wendy Lewis,37.0,1.68,80.4,M
Harry Elliott,23.0,1.72,61.8,F
Sandra Santiago,25.0,1.76,84.7,M
Rebecca Moss,46.0,1.82,96.4,F
Jason Gardner,65.0,1.9,84.8,F
Michael Gregory,68.0,1.73,96.6,F
Denise Lang,50.0,1.91,54.7,M
Peter Bradley,20.0,1.77,111.3,F
Tiffany Logan,52.0,1.67,115.7,M
Amanda Webb,22.0,1.83,93.3,M
Amy Rodriguez,44.0,1.86,111.7,F
Melissa Buckley,61.0,1.78,59.2,M
Danielle Murphy,29.0,1.53,105.8,F
Willie Stevenson,37.0,1.58,58.3,M
Troy Taylor,62.0,1.64,78.6,M
Alison Burgess,37.0,1.64,72.7,M
Dr. Jordan Myers,26.0,1.84,91.0,F
Lynn Ho,56.0,1.51,71.1,M
April Jones,21.0,1.88,94.6,F
Lisa Guerra,68.0,1.63,75.7,M
Mary Jenkins,36.0,1.66,110.3,M
Ryan Pacheco,55.0,1.76,94.4,M
Gregory Hudson,44.0,1.61,65.1,M
Barbara Nichols,62.0,1.94,73.5,F
David Johnson,60.0,1.54,109.3,M
Michael Fisher,30.0,1.72,77.1,M
Robert Mitchell,30.0,1.92,87.5,M
Jonathan Ellison,39.0,1.81,95.4,M
John Thompson,45.0,1.65,74.3,F
Kara Thomas,69.0,1.71,70.6,M
Tiffany Freeman,64.0,1.85,83.3,F
Taylor Taylor,62.0,1.99,65.0,M
Emma Griffin,39.0,1.95,69.9,F
Michelle Miller,60.0,1.67,54.3,F
Steven Pearson,36.0,2.0,71.3,M
Kathleen Shaw,25.0,1.5,72.4,F
Eric Velasquez,69.0,1.51,117.3,M
Brenda Rice,25.0,1.91,91.3,M
James Pena,59.0,1.6,105.1,F
Theresa Smith,43.0,1.53,53.2,M
Brian Schwartz,65.0,1.62,57.5,M
Samantha Wright,68.0,1.71,107.0,F
Bailey Mitchell,43.0,1.87,93.6,M
Lisa Mclaughlin,40.0,1.81,63.4,M
Barbara Mason,60.0,1.62,78.3,F
Mark Baker,30.0,1.75,87.7,F
Sarah Terry,45.0,1.96,109.1,M
Aaron Wilson,26.0,1.91,54.2,M
Christopher Wilson,37.0,1.66,91.8,F
Dean Bennett,36.0,1.99,100.2,M
Wendy Johnson,65.0,1.85,118.5,F
Cynthia Davis,56.0,1.53,106.5,M
Kristin Dougherty,68.0,1.52,69.3,F
Cheryl Lambert,29.0,1.58,99.7,M
Mark Davis,32.0,1.86,103.4,M
Trevor Harmon,48.0,1.59,101.1,F
Crystal Underwood,31.0,1.76,107.4,M
Adrian Simpson,28.0,1.55,113.3,F
Andrea Griffith,43.0,1.96,56.9,F
Christine Hall,59.0,1.67,57.3,F
Robert White,44.0,1.95,105.7,M
Scott Brown,28.0,1.97,67.7,M
Ryan Davila,55.0,1.5,54.1,F
Elizabeth Coleman,51.0,1.73,78.1,F
John Taylor,60.0,1.51,107.4,F
Justin Schmidt,36.0,1.95,58.9,M
Samuel Gomez,23.0,1.76,97.0,F
Steven Bennett,63.0,1.54,50.3,F
Natasha Leach,69.0,1.56,57.7,M
James Cole,55.0,1.69,74.6,F
Dennis Wong,66.0,1.97,55.9,M
Paul Wang,59.0,1.85,109.2,F
Matthew Martinez,45.0,1.93,110.5,F
Russell Harrell,18.0,1.68,102.9,F
Jeremy Mcguire,52.0,1.52,67.0,M
Robin Andrews,57.0,1.99,86.6,M
Eric Romero,25.0,1.51,62.9,M
Erin Harding,69.0,1.97,69.7,F
Nancy Hill,64.0,1.68,86.1,F
Jacob Chang,24.0,1.51,101.5,F
Tracy Hall,28.0,1.84,56.6,F
Scott Sharp,56.0,1.99,70.8,M
Lori Pope,21.0,1.98,114.9,F
Eric Gregory,42.0,1.58,80.0,F
Paul Bailey,29.0,1.59,115.7,M
William Zimmerman,43.0,1.78,119.4,F
Judy Kennedy,55.0,1.82,86.9,M
Anthony Johnson,63.0,1.87,70.2,F
Sean Melton,29.0,1.59,105.4,M
Sandra Watson,60.0,1.98,61.2,F
Christina Johnson,68.0,1.82,67.6,M
Danny Wilson,54.0,1.92,104.9,M
Yvonne Mays,63.0,1.77,80.4,F
Christopher Mercer,41.0,1.71,64.1,F
James Garcia,33.0,1.99,95.6,M
Aaron Wolfe,30.0,1.79,101.3,M
Kevin Thompson,42.0,1.93,58.8,F
Laurie Garrett,69.0,1.98,69.4,M
Alexander Munoz,21.0,1.84,65.5,F
Victor Griffith,28.0,1.77,76.6,F
Sarah Mercado,49.0,1.5,103.4,F
Tara Morales,66.0,1.52,100.0,F
Cristian Valentine,24.0,1.6,96.4,F
Fernando Grimes,63.0,1.59,50.4,F
Stephen Hopkins,28.0,1.63,60.0,M
